CONSEJO NACIONAL ELECTORAL,,,,,,,,,,,,,,,,,,,,,,,,,,
COORDINACIÓN NACIONAL TÉCNICA DE PROCESOS ELECTORALES,,,,,,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN NACIONAL DE REGISTRO ELECTORAL,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECCIONES SECCIONALES Y CONSEJO DE PARTICIPACIÓN CIUDADANA Y CONTROL SOCIAL 2027,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRIBUTIVO DE RECINTOS ELECTORALES,,,,,,,,,,,,,,,,,,,,,,,,,,
Corte: al 11 de agosto de 2026,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CODIGO PROVINCIA,NOMBRE PROVINCIA,CODIGO CANTON,NOMBRE CANTON,CODIGO PARROQUIA,NOMBRE PARROQUIA,CODIGO ZONA,NOMBRE ZONA,CODIGO RECINTO,NOMBRE RECINTO,CDA,DIRECCION RECINTO,TELEFONO,JUN FEM,JUN MAS,NUM JUNR,JUN INIF,JUN FINF,JUN INIM,JUN FINM,NUMERO ELECTORES,X,Y,long,lat,DIFICIL ACCESO,SIN CONECTIVIDAD
13,MANABI,975,PUERTO LOPEZ,1920,SALANGO,2,LAS TUNAS,2043,"UNIDAD EDUCATIVA ""JAIME ROLDOS AGUILERA""",NO,CIUDADELA CARLOS MANUEL JARA,0,1,1,2,1,1,1,1,676,520049.0564,9817313.907,-80.81975,-1.65280556,NO,NO
13,MANABI,230,FLAVIO ALFARO,5480,FLAVIO ALFARO,4,LA CODICIA,2480,UNIDAD EDUCATIVA MARISCAL SUCRE,NO,CALLE ROSARIO PAZMIÑO,53029459,1,1,2,1,1,1,1,627,622466,9966413,-79.89948173,-0.30381567,NO,SI
13,MANABI,230,FLAVIO ALFARO,5480,FLAVIO ALFARO,5,LA LAGUNA DE CUCHARA,2453,UNIDAD EDUCATIVA YAHUARCOCHA,NO,VÍA LA RONCADERA- LA LAGUNA DE CUCHARA,0,1,1,2,1,1,1,1,334,648917.0371,9976254.082,-79.66183333,-0.21477778,SI,SI
13,MANABI,230,FLAVIO ALFARO,1600,NOVILLO,5,BOCA DE TIGRE,2491,"ESCUELA DE EDUCACION BASICA ""DR. CAMILO GALLEGOS DOMINGUEZ""",NO,VIA LAS YUCAS - NOVILLO,3018068,1,1,2,1,1,1,1,121,645035,9984500,-79.69671635,-0.14019684,SI,SI
13,MANABI,910,PEDERNALES,580,COJIMIES,6,CORAZÓN DE BORDONES,2488,ESCUELA DE EDUCACION BASICA CRISTOBAL COLON,NO,VIA BORDONES,0,1,1,2,1,1,1,1,128,636231.6222,10021633.75,-79.77580749,0.1956823,SI,SI
13,MANABI,840,PICHINCHA,6550,PICHINCHA /GERMUD,2,EL AJO,2471,ESCUELA DE EDUCACION BASICA LUS ANTONIO MONTESDEOCA ZAMBRANO,NO,VIA PICHINCHA,0,1,1,2,1,1,1,1,515,625852,9904653,-79.86894649,-0.86246438,SI,SI
13,MANABI,480,CHONE,6055,SANTA RITA,8,EL CEIBO,6817,UNIDAD EDUCATIVA LEONARDO MESIAS ZAMBRANO,NO,SITIO EL CEIBO,0,1,1,2,1,1,1,1,534,633429,9933626,-79.80092998,-0.60037381,SI,SI
13,MANABI,480,CHONE,6055,SANTA RITA,9,SAN PEDRO DE LIMÓN,6812,UNIDAD EDUCATIVA UNIÓN Y PROGRESO,NO,VIA A LA TIGRA,0,1,1,2,1,1,1,1,453,644203,9934072,-79.70412554,-0.59631751,SI,SI
13,MANABI,480,CHONE,6055,SANTA RITA,10,SAN PEDRO DE ORO,6818,UNIDAD EDUCATIVA SAN PEDRO,NO,VIAL AL MATE,0,1,1,2,1,1,1,1,252,642752,9931753,-79.71715775,-0.61729599,SI,SI
13,MANABI,480,CHONE,6055,SANTA RITA,11,PLATANALES,6821,UNIDAD EDUCATIVA FRANCISCO GILBERTO BRAVO BASURTO,NO,SITIO PLATANALES,0,1,1,2,1,1,1,1,169,611447,9917568,-79.99842103,-0.74567304,SI,SI
13,MANABI,480,CHONE,3170,RICAURTE,8,LOS ÁNGELES,6816,ESCUELA EDUCACION BASICA JACINTO CUSTODIO LOOR,NO,SITIO LOS ANGELES,0,1,1,2,1,1,1,1,399,615320,9933190,-79.96364789,-0.60435127,NO,SI
13,MANABI,480,CHONE,3170,RICAURTE,9,LA LAGUNA DE RIO PLATA,6851,ESCUELA DE EDUCACION BASICA JOSE MARIA SANTANA,NO,SITIO LA LAGUNA,0,1,1,2,1,1,1,1,135,630172,9936550,-79.83020061,-0.57393142,SI,SI
13,MANABI,470,SANTA ANA,1105,SAN PABLO,2,AGUA FRÍA EN MEDIO,6870,UNIDAD EDUCATIVA LEONIDAS FERNANDEZ,NO,VIA A AGUAS ARRIBA,0,1,1,2,1,1,1,1,292,608518,9870700,-80.02462164,-1.16964543,SI,SI
13,MANABI,475,SUCRE,5580,LEONIDAS PLAZA G.,2,SAN AGUSTÍN,6858,UNIDAD EDUCATIVA JULIO LARREA,NO,SITIO SAN AGUSTIN KM 20,0,1,1,2,1,1,1,1,701,575137,9923604,-80.32472969,-0.69112992,NO,SI
13,MANABI,230,FLAVIO ALFARO,5480,FLAVIO ALFARO,8,LA AVISPA,6868,ESCUELA FISCAL PEDRO ANTONIO OSTAIZA VELEZ,NO,VIA PUERTO ALTO,0,1,1,2,1,1,1,1,173,635382.7666,9955408.949,-79.78341135,-0.40333761,SI,SI
13,MANABI,500,EL CARMEN,5300,EL CARMEN,5,SAN PABLO RIO DE ORO,6823,UNIDAD EDUCATIVA SAN PABLO RIO DE ORO,NO,SITIO SAN PABLO,0,1,1,2,1,1,1,1,408,648035.3951,9944810.779,-79.66971345,-0.49917859,SI,SI
13,MANABI,500,EL CARMEN,5300,EL CARMEN,6,FLOR DE MANABI,6824,UNIDAD EDUCATIVA MANUEL ESPINALES SANTANA,NO,VIA PUERTO CAMILO,0,1,1,2,1,1,1,1,348,650390.9519,9950326.122,-79.64855937,-0.44928921,NO,SI
13,MANABI,500,EL CARMEN,5300,EL CARMEN,7,BOCA DE ONZA,6825,UNIDAD EDUCATIVA RAMON JUSTINO ZAMBRANO,NO,VIA POPUSA,0,1,1,2,1,1,1,1,639,668690.8826,9958494.228,-79.48416335,-0.37538339,NO,SI
13,MANABI,500,EL CARMEN,5300,EL CARMEN,8,SAN RAMON DE TIGRILLO,6867,UNIDAD EDUCATIVA DR. JOSE MARIA VELASCO IBARRA,NO,VIA A SAN RAMON DE TIGRILLO,0,2,2,4,1,2,1,2,862,659423.3774,9960931.638,-79.56742557,-0.35335246,NO,SI
13,MANABI,910,PEDERNALES,6430,PEDERNALES,4,PUNTA BLANCA,6853,ESCUELA DE EDUCACION BASICA SIMÓN BOLIVAR,NO,SITIO PUNTA BLANCA,0,1,1,2,1,1,1,1,162,637170,10002092,-79.7673835,0.01892257,SI,SI
13,MANABI,445,MONTECRISTI,1545,LA PILA,0,,2342,UNIDAD EDUCATIVA FISCAL LA PILA,SI,VÍA PANAMERICANA Y CHE GUEVARA,52315028,5,5,10,1,5,1,5,3009,546035.3061,9877589.66,-80.58621917,-1.1074543,NO,NO
13,MANABI,455,JIPIJAPA,1115,EL ANEGADO,0,,2093,"UNIDAD EDUCATIVA FISCAL ""EL ANEGADO""",SI,AV 17 DE ABRIL,52615762,4,4,8,1,4,1,4,2800,551350.1104,9837325.416,-80.53838328,-1.47171668,NO,NO
13,MANABI,455,JIPIJAPA,1115,EL ANEGADO,0,,6494,UNIDAD EDUCATIVA LUIS AUGUSTO MENDOZA MOREIRA,NO,ENTRADA PRINCIPAL AL BARRIO SAN PEDRO,0,3,4,7,5,7,5,8,2174,551728.838,9837323.544,-80.53497875,-1.4717329,NO,NO
13,MANABI,840,PICHINCHA,1065,BARRAGANETE,5,EL MORAL-TRES PUNTAS,5374,CASA COMUNAL TRES PUNTAS,NO,VIA A BARRAGANETE,0,1,1,2,1,1,1,1,277,624250,9922795,-79.88338537,-0.69836398,NO,SI
13,MANABI,840,PICHINCHA,6550,PICHINCHA /GERMUD,3,CAÑALES,5362,UNIDAD EDUCATIVA DR. LUIS DUEÑAS VERA,NO,CALLE FLORESITA,0,1,1,2,1,1,1,1,428,626752,9894089,-79.86082912,-0.95801852,NO,SI
13,MANABI,440,PORTOVIEJO,5845,PICOAZA,3,HIGUERON ADENTRO,5360,ESCUELA DE EDUCACION BASICA FISCAL GUAYAQUIL Nº 2,NO,VIA HIGUERON ADENTRO,0,1,1,2,1,1,1,1,535,558203,9889116,-80.476872,-1.00315921,NO,NO
13,MANABI,910,PEDERNALES,580,COJIMIES,2,BECHE,2373,UNIDAD EDUCATIVA VICTOR MANUEL PEÑAHERRERA,NO,VIA PEDERNALES - ESMERALDAS KM 22,0,2,2,4,1,2,1,2,1041,620551.4165,10020061.74,-79.91669444,0.18147222,NO,SI
13,MANABI,910,PEDERNALES,6430,PEDERNALES,2,SERRANO,5352,ESCUELA FISCAL 24 DE SEPTIEMBRE,NO,VIA CALDERON-SERRANO-MATAMBA,0,1,1,2,1,1,1,1,177,647727.3807,10013786.21,-79.67252778,0.12469444,SI,SI
13,MANABI,910,PEDERNALES,6430,PEDERNALES,5,ESTERO SECO,6856,ESCUELA EDUCACION BASICA ELOY ALFARO DELGADO,NO,VIA AL CARMEN,0,1,1,2,1,1,1,1,324,626283,9999536,-79.86520126,-0.00419712,NO,SI
13,MANABI,480,CHONE,640,CONVENTO,2,JAMITA,6852,ESCUELA DE EDUCACION BASICA RIO JAMA,NO,SITIO JAMITA,0,1,1,2,1,1,1,1,158,615070,9968321,-79.96593863,-0.28656284,SI,SI
13,MANABI,480,CHONE,1160,ELOY ALFARO,4,MUCHIQUE 1,6810,ESCUELA DE EDUCACION BASICA SAN NICOLAS,NO,VIA A LA SIERRITA,0,1,1,2,1,1,1,1,257,592902,9958675,-80.16512527,-0.37384023,SI,SI
13,MANABI,480,CHONE,1160,ELOY ALFARO,6,BOCA DE CAÑALES,6849,ESCUELA DE EDUCACION BASICA GENERAL ELOY ALFARO,NO,VIA A CIRIACO,0,1,1,2,1,1,1,1,71,615003,9962236,-79.96653524,-0.34160676,SI,SI
13,MANABI,440,PORTOVIEJO,50,ALHAJUELA /BAJO GRANDE,2,TABLADA DE LAS CRUCES,6874,ESCUELA EDUCACION BASICA MORENO SANTIAGO,NO,TABLADA LAS CRUCES- VIA ALHAJUELA,0,1,1,2,1,1,1,1,245,580410,9879329,-80.27726461,-1.09165964,SI,SI
13,MANABI,440,PORTOVIEJO,5280,12 DE MARZO,2,FORESTAL,2241,UNIDAD EDUCATIVA CLUB ROTARIO PORTOVIEJO,NO,CALLE SAN CAYETANO KM 2.1/2 VÍA CRUCITA,0,4,3,7,1,4,1,3,2027,559547,9886709,-80.46478892,-1.02493311,NO,NO
13,MANABI,440,PORTOVIEJO,6770,18 DE OCTUBRE,2,EL MAESTRO,2486,ESCUELA DE EDUCACION BASICA ENA ALI GUILLEN VELEZ,NO,ATANASIO SANTOS,0,7,5,12,1,7,1,5,3891,559362,9885166,-80.46644933,-1.03889274,NO,NO
13,MANABI,440,PORTOVIEJO,6770,18 DE OCTUBRE,3,EL PERIODISTA,2292,ESCUELA DE EDUCACIÓN BÁSICA PEDRO GUAL,SI,PEDRO ZAMBRANO BARERA,0,7,5,12,1,7,1,5,3760,559098,9884235,-80.4688207,-1.0473158,NO,NO
13,MANABI,440,PORTOVIEJO,6770,18 DE OCTUBRE,4,MUNICIPAL,2286,UNIDAD EDUCATIVA FEDERICO BRAVO BAZURTO,NO,VICENTE MENDOZA Y JORGE POLIT,0,4,3,7,1,4,1,3,2416,559260.756,9887853.883,-80.46736332,-1.01457591,NO,NO
13,MANABI,480,CHONE,1160,ELOY ALFARO,5,SAN AGUSTÍN,6819,UNIDAD EDUCATIVA AGUSTINA ARAGUNDI,NO,VIA A ELOY ALFARO - SAN ISIDRO,0,1,1,2,1,1,1,1,331,597106,9961256,-80.12735064,-0.35048815,SI,SI
13,MANABI,440,PORTOVIEJO,5030,ANDRES DE VERA,5,URUGUAY,2250,UNIDAD EDUCATIVA URUGUAY,SI,26 DE SEPTIEMBRE Y AV C. URUGUAY,418797,9,7,16,1,9,1,7,5312,561461.9657,9882498.386,-80.447571,-1.063023,NO,NO
13,MANABI,440,PORTOVIEJO,6775,FRANCISCO PACHECO,2,FATIMA,2317,UNIDAD EDUCATIVA PEDRO ZAMBRANO BARCIA,NO,21 DE NOVIEMBRE,0,2,2,4,1,2,1,2,1048,562455,9882596,-80.43864591,-1.06213828,NO,NO
13,MANABI,440,PORTOVIEJO,6775,FRANCISCO PACHECO,3,NUEVO PORTOVIEJO,2446,ESCUELA DE EDUCACIÓN BÁSICA JOSE DE VASCONCELLOS,NO,VIA PANCHICHE,0,2,2,4,1,2,1,2,1114,563134,9881281,-80.43254098,-1.07403375,NO,NO
13,MANABI,440,PORTOVIEJO,5795,PORTOVIEJO,2,RAFAEL MARIA MENDOZA,5285,DISTRITO EDUCATIVO 13 D01 PORTOVIEJO,NO,CALLE SUCRE Y FRANCISCO PACHECO,0,1,1,2,1,1,1,1,464,560789,9882852,-80.45362009,-1.05982499,NO,NO
13,MANABI,230,FLAVIO ALFARO,5480,FLAVIO ALFARO,6,EL DESCANSO DE LOS ROMEROS,2487,"UNIDAD EDUCATIVA ""EL DESCANSO DE LOS ROMEROS""",NO,CALLE JULIA ROMANA VERA,0,1,1,2,1,1,1,1,346,627194,9946985,-79.85697619,-0.47954714,NO,SI
13,MANABI,230,FLAVIO ALFARO,5480,FLAVIO ALFARO,7,LA MATUTINA,2481,ESCUELA DE EDUCACION BASICA ISIDRO ABIGAIL ANDRADE LOOR,NO,VIA MATUTINA - FLAVIO ALFARO,0,1,1,2,1,1,1,1,142,628846.79,9941097.13,-79.84211603,-0.53280304,SI,SI
13,MANABI,500,EL CARMEN,1980,SAN PEDRO DE SUMA,2,PUERTO NUEVO,2433,UNIDAD EDUCATIVA CRISTOBAL COLON,NO,VIA PEDERNALES KM 25,0,2,2,4,1,2,1,2,1170,654000.7988,9987917.975,-79.61616667,-0.10927778,NO,SI
13,MANABI,440,PORTOVIEJO,3625,SAN PLACIDO,2,EL PROGRESO,2272,ESCUELA FISCAL 27 DE OCTUBRE,NO,VÍA TELECON,0,1,1,2,1,1,1,1,694,609475.761,9884650.79,-80.01605556,-1.04344444,NO,SI
13,MANABI,840,PICHINCHA,1065,BARRAGANETE,2,RIO VENDIDO,2545,UNIDAD EDUCATIVA BRAULIO HIDALGO LOOR,NO,ENTRADA LAS 3 PUNTAS VIA CHIVERA,0,1,1,2,1,1,1,1,335,627636.061,9926060.519,-79.85296643,-0.66881844,SI,SI
13,MANABI,230,FLAVIO ALFARO,1600,NOVILLO,2,SAN AGUSTIN RIO DE LAS VACAS,2515,"ESCUELA DE EDUCACION BASICA ""12 DE OCTUBRE""",NO,SAN AGUSTIN,0,1,1,2,1,1,1,1,284,634784,9985583,-79.78881793,-0.13040578,SI,SI
13,MANABI,455,JIPIJAPA,2990,PUERTO CAYO,2,CANTA GALLO,2023,ESCUELA DE EDUCACION GENERAL BASICA AMERICA,NO,SITIO MOTETE CANTA GALLO --MOTOTE,52387084,1,1,2,1,1,1,1,375,528346.4095,9857162.813,-80.74519444,-1.29227778,NO,SI
13,MANABI,230,FLAVIO ALFARO,5480,FLAVIO ALFARO,2,LA CRESPA,2512,UNIDAD EDUCATIVA ESPERANZA ALCIVAR DE HERRERA,NO,VIA PALANCA,52353433,1,2,3,1,1,1,2,765,637992.989,9962927.137,-79.75996821,-0.3353307,NO,SI
13,MANABI,480,CHONE,1160,ELOY ALFARO,3,LAS PIEDRAS,2448,UNIDAD EDUCATIVA BASICA FISCAL PASCACIO FLORES DE VALGAS,NO,VIA ZAPALLO CONVENTO,0,1,1,2,1,1,1,1,600,606187,9958188,-80.045748,-0.37823341,NO,SI
13,MANABI,840,PICHINCHA,1060,SAN SEBASTIAN,2,LA AZUCENA,2282,UNIDAD EDUCATIVA EUGENIO ESPEJO,NO,VÍA MANTA-QUEVEDO,53045306,2,2,4,1,2,1,2,1263,614146,9881767,-79.97407633,-1.0695172,NO,SI
13,MANABI,475,SUCRE,840,CHARAPOTO,3,SAN CLEMENTE,2364,ESCUELA DE EDUCACIÓN BÁSICA REMIGIO CRESPO TORAL,NO,VÍA BAHÍA,0,2,2,4,1,2,1,2,1144,554522,9915667,-80.50998741,-0.76295857,NO,NO
13,MANABI,480,CHONE,6055,SANTA RITA,3,PUERTO EL MATE,2325,ESCUELA MERCEDES AVEIGA DE ZAMBRANO,NO,VÍA AL RÍO,0,2,2,4,1,2,1,2,880,649760.524,9924288.364,-79.65416906,-0.68479638,SI,SI
13,MANABI,480,CHONE,6055,SANTA RITA,4,ÑAUSE,2316,UNIDAD EDUCATIVA BÁSICA MANUEL ACOSTA MERO,NO,CAPILLA DE ÑAUSE,0,1,1,2,1,1,1,1,320,627687,9929490,-79.85251576,-0.63779704,SI,SI
14,MORONA SANTIAGO,927,SEVILLA DON BOSCO,7540,SEVILLA DON BOSCO,15,CENTRO NUWENTS,7974,ESCUELA 24 DE MAYO,NO,CENTRO NUWENTS,0,1,1,2,1,1,1,1,154,855492.611,9698857.357,-77.80336111,-2.72025,SI,SI
14,MORONA SANTIAGO,795,HUAMBOYA,875,CHIGUAZA,3,SAN JUAN,2716,"ESCUELA FISCAL BILINGUE ""NAAKAM""",NO,VIA MACAS - PUYO KM 44,,1,1,2,1,1,1,1,462,844695.0757,9780368.033,-77.90198368,-1.98415006,NO,SI
14,MORONA SANTIAGO,797,TIWINTZA,6890,SANTIAGO,2,TAYUNTS,3412,ESCUELA NAMPIR,NO,VIA PRINCIPAL PATUCA ZONA TAYUNTS,3042396,1,1,2,1,1,1,1,121,817858.774,9663851.678,-78.14068059,-3.03740611,NO,NO
14,MORONA SANTIAGO,925,SAN JUAN BOSCO,3920,SAN CARLOS DE LIMON,2,NUMPATKAIN,3090,ESCUELA SAN JOSE,NO,ASOCIACION NUMPATKAIN,0,1,1,2,1,1,1,1,214,806891.2351,9636649.85,-78.23861111,-3.28347222,SI,SI
14,MORONA SANTIAGO,926,TAISHA,2285,MACUMA,5,KUSUTKA,3388,UNIDAD EDUCATIVA 28 DE NOVIEMBRE,NO,A LADO DE LA PISTA,1111111,1,1,2,1,1,1,1,175,873661.4975,9767757.963,-77.64169444,-2.09752778,SI,SI
14,MORONA SANTIAGO,927,SEVILLA DON BOSCO,7540,SEVILLA DON BOSCO,13,TUYUNTZA NORTE,7973,CECIB DE EDUCACION BASICA TAYUNTS,NO,TUYUNTZA NORTE,0,1,1,2,1,1,1,1,42,845819.8403,9698989.257,-77.89025568,-2.71928691,SI,SI
14,MORONA SANTIAGO,595,GUALAQUIZA,350,BOMBOIZA,8,KAYAMAS,2938,ESCUELA FISCAL BILINGUE SANTA TERESA,NO,COMUNIDAD KAYAMAS,3049010,1,1,2,1,1,1,1,196,763257.0739,9618320.567,-78.63058333,-3.45016667,NO,SI
14,MORONA SANTIAGO,600,LIMON INDANZA,3760,SANTA SUSANA DE CHIVIAZA,3,PUPUNAS,2630,ESCUELA JUAN SHARUP,NO,PUPUNAS,0,1,1,2,1,1,1,1,101,793868.0596,9682196.771,-78.35672222,-2.87216667,NO,SI
14,MORONA SANTIAGO,610,SUCUA,6110,SUCUA,3,SAIP,2622,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE VICENTE WAMPUTSAR,NO,VÍA YUKUTEIS,0,1,1,2,1,1,1,1,236,819883.609,9726209.917,-78.12383523,-2.47391188,NO,NO
14,MORONA SANTIAGO,605,SANTIAGO,1365,SAN FCO. DE CHINIMBIMI,3,YAKUANK,4234,CASA COMUNAL YAKUANK,NO,Centro de la Comunidad,99119656,1,1,2,1,1,1,1,111,809648.5823,9695094.712,-78.21516667,-2.75527778,NO,SI
14,MORONA SANTIAGO,795,HUAMBOYA,875,CHIGUAZA,7,TSEMANTSMAN SAN JOSÉ,2733,CENTRO EDUCATIVO BÁSICO JUANA OLIVA RIVERA,NO,VIA MACAS- PUYO KM 26,0,1,1,2,1,1,1,1,253,832146.591,9768291.424,-78.01445967,-2.09346884,NO,SI
14,MORONA SANTIAGO,797,TIWINTZA,1295,SAN JOSE DE MORONA,8,LA UNIÓN,3410,ESCUELA DE EDUCACIÓN BÁSICA AMAZÓNICO 25 DE JUNIO,NO,via principal centro poblado,3058506,1,1,2,1,1,1,1,91,874023.0183,9683306.669,-77.63652187,-2.86023948,NO,SI
14,MORONA SANTIAGO,926,TAISHA,595,HUASAGA /WAMPUIK,4,IPIAK,3351,CASA COMUNAL IPIAK,NO,s/n,1111111,1,1,2,1,1,1,1,115,928784.0434,9726382.319,-77.14598538,-2.46986061,SI,SI
14,MORONA SANTIAGO,926,TAISHA,1205,TUTINENTZA,9,PUTUNTS,2745,CASA COMUNAL - NUNKUI,NO,via taisha - nunkui,311220,1,1,2,1,1,1,1,174,898104.6297,9712279.557,-77.42101363,-2.59797515,NO,SI
14,MORONA SANTIAGO,926,TAISHA,1205,TUTINENTZA,10,JEMPENTS,3367,CASA COMUNAL JEMPENTS,NO,junto a la pista,1111111,1,1,2,1,1,1,1,125,890777.1318,9696113.676,-77.48638889,-2.74413889,SI,SI
14,MORONA SANTIAGO,926,TAISHA,1205,TUTINENTZA,11,PUKAR,3385,CASA COMUAL PUKAR,NO,s/n,1111111,1,1,2,1,1,1,1,42,872622.2966,9691097.143,-77.64930556,-2.78991667,SI,SI
14,MORONA SANTIAGO,926,TAISHA,1205,TUTINENTZA,12,PUTUIM,3368,CECIB WAJARI,NO,s/n,111111111,1,1,2,1,1,1,1,92,891047.1102,9707509.694,-77.48425987,-2.64122601,SI,SI
14,MORONA SANTIAGO,926,TAISHA,1205,TUTINENTZA,13,SHUAR CHIWIAS,3386,CECIB SAN JUAN,NO,s/n,1111111,1,1,2,1,1,1,1,105,889517.9761,9704613.646,-77.49791667,-2.66741667,SI,SI
14,MORONA SANTIAGO,926,TAISHA,1205,TUTINENTZA,14,SHUAR KAPITIAN,3370,CASA COMUNAL SHUAR KAPITIAN,NO,s/n,111111111,1,1,2,1,1,1,1,42,884958.2119,9698056.229,-77.53869444,-2.72675,SI,SI
14,MORONA SANTIAGO,926,TAISHA,2285,MACUMA,6,YAMPUNA NORTE,3373,CECIB SHARUP AYUI,NO,s/n,1111111,1,1,2,1,1,1,1,191,887912.226,9764505.942,-77.51370603,-2.12661294,SI,SI
14,MORONA SANTIAGO,926,TAISHA,6700,TAISHA,8,CANGAIME SUR,3397,CASA ADMINISTRATIVA CANGAIME SUR,NO,cangaime sur,111111111,1,1,2,1,1,1,1,47,877988.4436,9728442.04,-77.60201957,-2.45251181,SI,SI
14,MORONA SANTIAGO,926,TAISHA,6700,TAISHA,9,ISHPINK,3398,CECIB RAFAEL WAJAI,NO,s/n,1111111,1,1,2,1,1,1,1,116,899292.3332,9743673.271,-77.41110781,-2.31448203,SI,SI
14,MORONA SANTIAGO,926,TAISHA,4575,PUMPUENTSA,1,PUMPUENTSA,2731,CASA COMUNAL PUMPUENTSA,NO,s/n,3111217,2,2,4,1,2,1,2,1055,907935.2826,9725903.403,-77.33310257,-2.47471768,NO,SI
14,MORONA SANTIAGO,926,TAISHA,4575,PUMPUENTSA,5,SEBASTIAN,3393,CECIB DE EDUCACION BASICA AIJ,NO,junto a la pista,1111111,1,1,2,1,1,1,1,135,927286.5729,9707473.527,-77.15891667,-2.64058333,SI,SI
14,MORONA SANTIAGO,926,TAISHA,4575,PUMPUENTSA,6,ACHUAR WICHIM,3394,CASA COMUNAL ACHUAR WICHIM,NO,s/n,111111111,1,1,2,1,1,1,1,158,903475.2219,9696164.024,-77.3723689,-2.74334178,SI,SI
14,MORONA SANTIAGO,595,GUALAQUIZA,2565,NUEVA TARQUI,0,,2968,UNIDAD EDUCATIVA NUEVA TARQUI,NO,"NUEVA TARQUI, AV. AMAZONAS",,1,1,2,1,1,1,1,699,759681.8891,9617370.645,-78.66272222,-3.45883333,NO,SI
14,MORONA SANTIAGO,605,SANTIAGO,3565,SAN LUIS DEL ACHO,0,,3248,ESCUELA GENERAL BASICA GABRIELA MISTRAL,NO,VÍA PRINCIPAL,3043130,1,1,2,1,1,1,1,580,802232.3497,9693350.539,-78.28177778,-2.77119444,NO,NO
14,MORONA SANTIAGO,926,TAISHA,595,HUASAGA /WAMPUIK,3,ACHUAR WACHIRPAS,3361,CECIB KUYACH,NO,s/n,111111111,1,1,2,1,1,1,1,96,966449.6858,9715046.493,-76.80769444,-2.57111111,SI,SI
14,MORONA SANTIAGO,926,TAISHA,1205,TUTINENTZA,8,SHUAR ETSA,3384,ESPACIO CUBIERTO SHAUR ETSA,NO,s/n,1111111,1,1,2,1,1,1,1,65,881531.2515,9680038.623,-77.56899493,-2.88955156,SI,SI
14,MORONA SANTIAGO,610,SUCUA,180,ASUNCION,2,SAN JOSE SUR,2647,CASA COMUNAL SAN JOSÉ SUR,NO,SN,0,1,1,2,1,1,1,1,191,814985.0378,9721120.326,-78.16774466,-2.51999677,NO,NO
14,MORONA SANTIAGO,927,SEVILLA DON BOSCO,7540,SEVILLA DON BOSCO,11,UCHICH SUANTS,7969,ESCUELA CECIB SAN PEDRO,NO,UCHICH SUANTS,0,1,1,2,1,1,1,1,60,844035.3762,9725066.536,-77.90686111,-2.48375,SI,SI
14,MORONA SANTIAGO,927,SEVILLA DON BOSCO,7540,SEVILLA DON BOSCO,12,TSENKUSH,7963,ESCUELA SAN JUAN BOSCO,NO,TSENKUSH,0,1,1,2,1,1,1,1,58,864255.4341,9696130.56,-77.72458333,-2.74466667,SI,SI
14,MORONA SANTIAGO,595,GUALAQUIZA,350,BOMBOIZA,7,SHAIME,3329,ESCUELA DE EDUCACION BASICA CELIANO MONGE,NO,SHAIME - ENTRADA GUISMI,,1,1,2,1,1,1,1,74,755030,9604665,-78.70428787,-3.5737907,NO,NO
14,MORONA SANTIAGO,925,SAN JUAN BOSCO,2750,PAN DE AZUCAR,0,,2639,CANCHA CUBIERTA PAN DE AZUCAR,NO,troncal amazónica y 8 de octubre,3042039,1,1,2,1,1,1,1,285,775683,9659527,-78.51972817,-3.07743672,NO,NO
14,MORONA SANTIAGO,925,SAN JUAN BOSCO,3920,SAN CARLOS DE LIMON,1,SAN CARLOS DE LIMON,2636,ESCUELA JOSE JOAQUIN DE OLMEDO,NO,SN,0,1,1,2,1,1,1,1,451,785053.9382,9645535.058,-78.43516667,-3.20369444,SI,SI
14,MORONA SANTIAGO,926,TAISHA,595,HUASAGA /WAMPUIK,1,HUASAGA /WAMPUIK,3341,UNIDAD EDUCATIVA TAKI,NO,huasaga,1111111,2,2,4,1,2,1,2,1247,942442.2053,9710263.55,-77.02297222,-2.61497222,SI,SI
14,MORONA SANTIAGO,926,TAISHA,1205,TUTINENTZA,1,TUTINENTZA,2763,UNIDAD EDUCATIVA TUTINENTZA,NO,via taisha- tutinentza,3111215,3,4,7,1,3,1,4,2164,892469.1403,9717555.698,-77.47174318,-2.55047555,NO,SI
14,MORONA SANTIAGO,926,TAISHA,2285,MACUMA,1,MACUMA,1629,UNIDAD EDUCATIVA ANTONIO SAMANIEGO,SI,UWI TUTS GONZALO,37111198,6,6,12,1,6,1,6,3681,867250.3477,9761955.923,-77.69913889,-2.15005556,NO,SI
14,MORONA SANTIAGO,926,TAISHA,6700,TAISHA,1,TAISHA,4004,UNIDAD EDUCATIVA TAISHA,SI,Shakaim Y Etsa,73900115,4,3,7,1,4,1,3,2450,888304.3898,9736509.942,-77.50958333,-2.37941667,NO,NO
